290,1795000,Condo/Co-op,3,3.5,San Francisco,94115,813 Lyon St #1
291,1688000,Condo/Co-op,3,2.5,San Francisco,94105,489 Harrison St #301
292,2750000,Single Family Residential,4,3.5,San Francisco,94115,1840 Eddy St
293,336191,Condo/Co-op,1,1.0,San Francisco,94103,2 Mint Plz #304
294,1050000,Condo/Co-op,2,2.0,San Francisco,94107,75 Sierra St #201
295,760000,Condo/Co-op,2,1.5,San Francisco,94124,113 Cleo Rand Ln
296,1998000,Condo/Co-op,2,2.0,SAN FRANCISCO,94105,401 Harrison St Unit 20C
297,1498000,Vacant Land,,,SAN FRANCISCO,94111,1235 Sansome St
298,1199000,Condo/Co-op,4,2.0,San Francisco,94110,241 San Jose Ave
299,589000,Condo/Co-op,1,1.0,San Francisco,94110,701 Hampshire St #4
300,1350000,Condo/Co-op,2,2.5,San Francisco,94131,3620 Market St #6
301,690000,Condo/Co-op,1,1.0,SAN FRANCISCO,94124,451 Donahue St #414
302,1650000,Condo/Co-op,2,2.0,San Francisco,94105,280 Spear St Unit 8F
303,5125000,Single Family Residential,4,5.0,San Francisco,94117,850 Steiner St
304,5900000,Condo/Co-op,2,2.5,San Francisco,94105,181 Fremont Unit 56B
305,1689000,Condo/Co-op,2,2.0,San Francisco,94107,950 Tennessee St #125
306,1100000,Condo/Co-op,1,1.0,San Francisco,94107,965 Folsom St #303
307,303285,Condo/Co-op,1,1.0,San Francisco,94158,335 Berry St #505
308,1495000,Condo/Co-op,2,1.5,San Francisco,94117,219 - 223 Clayton St #221
309,1275000,Condo/Co-op,2,2.0,San Francisco,94102,8 Buchanan St #902
310,1495000,Single Family Residential,3,2.5,San Francisco,94132,268 Summit Way
311,1750000,Multi-Family (2-4 Unit),5,3.0,San Francisco,94122,1235 - 1237 45th Ave
312,580000,Condo/Co-op,0,1.0,San Francisco,94131,55 Red Rock Way Unit 104O
313,469000,Condo/Co-op,0,1.0,San Francisco,94109,631 Ofarrell St #1905
314,1395000,Condo/Co-op,1,1.5,San Francisco,94133,"2 Fallon Pl Unit 24,25"
315,6925000,Single Family Residential,3,3.5,San Francisco,94123,1641 Green St
316,2500000,Multi-Family (2-4 Unit),10,3.0,San Francisco,94109,1254 - 1258 Leavenworth St
317,1248000,Condo/Co-op,3,2.0,San Francisco,94131,5102 Diamond Heights Blvd Unit B
318,2495000,Condo/Co-op,3,2.0,San Francisco,94133,456 Vallejo St Unit A
319,730000,Condo/Co-op,2,2.0,San Francisco,94124,451 Donahue St #510
320,963000,Condo/Co-op,1,1.0,San Francisco,94107,88 Townsend St #327
321,629000,Condo/Co-op,1,1.0,San Francisco,94103,2 Mint Plz #206
322,1800000,Condo/Co-op,2,2.0,San Francisco,94109,1545 Pine St #701
323,4595000,Condo/Co-op,3,4.5,San Francisco,94109,1079 Lombard St #301
324,1995000,Multi-Family (2-4 Unit),6,3.5,San Francisco,94117,51 - 55 Webster St
325,749000,Condo/Co-op,2,1.0,San Francisco,94133,34 Varennes St
326,595000,Condo/Co-op,0,1.0,San Francisco,94107,950 Tennessee St #217
327,650000,Condo/Co-op,1,1.0,San Francisco,94109,1100 Leavenworth St #1298
328,1485000,Condo/Co-op,2,2.0,San Francisco,94118,3410 California St
329,399000,Vacant Land,0,,San Francisco,94124,1697 - 1699 Quint St
330,1099000,Single Family Residential,3,2.5,San Francisco,94127,88 Stanford Heights Ave
331,589000,Condo/Co-op,1,1.0,San Francisco,94132,8300 Oceanview Ter #203
332,1888000,Condo/Co-op,4,3.5,San Francisco,94122,1050 Noriega St
333,565838,Condo/Co-op,2,2.0,San Francisco,94134,1 Crescent Way #1213
334,1079000,Condo/Co-op,2,1.5,San Francisco,94110,3374 22nd St
335,2999000,Single Family Residential,3,3.0,San Francisco,94127,191 San Felipe Ave
336,1095000,Single Family Residential,2,1.0,San Francisco,94112,1418 Plymouth Ave
337,5795000,Single Family Residential,4,3.5,San Francisco,94117,809 Scott St
338,1550000,Multi-Family (2-4 Unit),3,2.0,San Francisco,94131,668 - 668B 29th St
339,1380000,Condo/Co-op,2,2.0,San Francisco,94158,435 China Basin St #322
340,1995000,Condo/Co-op,2,2.0,San Francisco,94105,488 Folsom St #4106
341,5400000,Condo/Co-op,3,3.0,San Francisco,94105,488 Folsom #4801
342,995000,Condo/Co-op,2,2.0,San Francisco,94110,3166 26th St #2
