SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,215 Montcalm St,San Francisco,CA,94110,2495000,3,3.5,San Francisco,2229,1746,2003,4,1119,,Active,December-5-2021 02:00 PM,December-5-2021 04:30 PM,https://www.redfin.com/CA/San-Francisco/215-Montcalm-St-94110/home/966091,San Francisco MLS,421610743,N,Y,37.7456495,-122.4083236
MLS Listing,,Multi-Family (2-4 Unit),153 Silliman St,San Francisco,CA,94134,1000000,2,1.0,San Francisco,1850,1873,1900,5,541,,Active,,,https://www.redfin.com/CA/San-Francisco/153-Silliman-St-94134/home/768011,BAREIS,421614240,N,Y,37.7305783,-122.4068607
MLS Listing,,Single Family Residential,473 Andover St,San Francisco,CA,94110,3100000,4,2.0,San Francisco,3200,3497,1928,5,969,,Active,,,https://www.redfin.com/CA/San-Francisco/473-Andover-St-94110/home/765241,San Francisco MLS,421614256,N,Y,37.7376142,-122.4163533
MLS Listing,,Multi-Family (2-4 Unit),2488 39th Ave,San Francisco,CA,94116,1249000,4,3.0,San Francisco,2020,2175,1986,5,618,,Active,,,https://www.redfin.com/CA/San-Francisco/2488-39th-Ave-94116/home/1989418,San Francisco MLS,421614387,N,Y,37.7404548,-122.4968366
MLS Listing,,Single Family Residential,281 Peninsula Ave,SAN FRANCISCO,CA,94134,998000,2,1.0,SAN FRANCISCO,1056,3197,1924,5,945,,Active,,,https://www.redfin.com/CA/San-Francisco/281-Peninsula-Ave-94134/home/746356,MLSListings,ML81871320,N,Y,37.7118566,-122.3987309
MLS Listing,,Condo/Co-op,88 King St #318,San Francisco,CA,94107,1399000,2,2.0,San Francisco,1116,,2000,5,1254,1133,Active,December-8-2021 12:00 PM,December-8-2021 01:30 PM,https://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-318/home/1381252,San Francisco MLS,421605226,N,Y,37.7807011,-122.3892619
MLS Listing,,Multi-Family (2-4 Unit),2436 Bush St,San Francisco,CA,94115,2495000,4,4.0,San Francisco,4000,3781,1926,5,624,,Active,,,https://www.redfin.com/CA/San-Francisco/2436-Bush-St-94115/home/570362,San Francisco MLS,421613819,N,Y,37.7867438,-122.4374566
MLS Listing,,Condo/Co-op,170 Pacific Ave #53,San Francisco,CA,94111,1599000,2,2.0,San Francisco,1471,89586,1986,5,1087,1218,Active,,,https://www.redfin.com/CA/San-Francisco/170-Pacific-Ave-94111/unit-53/home/102818484,San Francisco MLS,421614344,N,Y,37.798253,-122.399172
MLS Listing,,Single Family Residential,130 Pinehurst Way,San Francisco,CA,94127,995000,2,1.5,San Francisco,1096,2792,1930,5,908,,Active,December-7-2021 01:00 PM,December-7-2021 02:30 PM,https://www.redfin.com/CA/San-Francisco/130-Pinehurst-Way-94127/home/701814,San Francisco MLS,421612146,N,Y,37.728723,-122.4642608
MLS Listing,,Single Family Residential,32 Navajo Ave,San Francisco,CA,94112,1450000,2,1.0,San Francisco,1200,2495,1931,5,1208,,Active,,,https://www.redfin.com/CA/San-Francisco/32-Navajo-Ave-94112/home/1389898,San Francisco MLS,421613955,N,Y,37.7199402,-122.4434284
MLS Listing,,Condo/Co-op,403 Main St Unit 208N,SAN FRANCISCO,CA,94105,699000,1,1.0,SAN FRANCISCO,539,,1997,5,1297,560,Active,,,https://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-208N/home/1024839,MLSListings,ML81871265,N,Y,37.7880767,-122.3896032
MLS Listing,,Condo/Co-op,80 Ora Way Unit G104,San Francisco,CA,94131,550000,1,1.0,San Francisco,676,6165,1975,5,814,,Active,,,https://www.redfin.com/CA/San-Francisco/80-Ora-Way-94131/unit-G104/home/2032648,BAREIS,421613739,N,Y,37.740609,-122.437921
MLS Listing,,Condo/Co-op,1452 Bush St #1,San Francisco,CA,94109,1199000,2,2.5,San Francisco,1176,6000,2004,5,1020,609,Active,,,https://www.redfin.com/CA/San-Francisco/1452-Bush-St-94109/unit-1/home/866149,San Francisco MLS,421611699,N,Y,37.7889088,-122.4212867
MLS Listing,,Single Family Residential,212 Putnam St,SAN FRANCISCO,CA,94110,995000,3,2.0,SAN FRANCISCO,1030,1750,1907,6,966,,Active,,,https://www.redfin.com/CA/San-Francisco/212-Putnam-St-94110/home/766519,MLSListings,ML81871244,N,Y,37.7366158,-122.4112096
MLS Listing,,Condo/Co-op,2211 California St #306,San Francisco,CA,94115,769000,1,1.0,San Francisco,624,6915,1911,6,1232,610,Active,,,https://www.redfin.com/CA/San-Francisco/2211-California-St-94115/unit-306/home/1561946,MetroList,421613592,N,Y,37.7889945,-122.4309987
MLS Listing,,Condo/Co-op,1780 Bancroft Ave #554,San Francisco,CA,94124,500000,2,1.5,San Francisco,1117,100298,2009,6,448,433,Active,,,https://www.redfin.com/CA/San-Francisco/1780-Bancroft-Ave-94124/unit-554/home/40457229,BAREIS,421614234,N,Y,37.7275371,-122.3954118
MLS Listing,,Condo/Co-op,3380 20th St #301,San Francisco,CA,94110,918000,2,1.0,San Francisco,818,11708,1985,6,1122,550,Active,December-7-2021 02:00 PM,December-7-2021 03:30 PM,https://www.redfin.com/CA/San-Francisco/3380-20th-St-94110/unit-301/home/714263,San Francisco MLS,421614223,N,Y,37.7589922,-122.4167073
MLS Listing,,Condo/Co-op,198 Valencia St #201,San Francisco,CA,94103,381135,1,1.0,San Francisco,688,9000,,6,554,548,Active,,,https://www.redfin.com/CA/San-Francisco/198-Valencia-St-94103/unit-201/home/177366238,San Francisco MLS,421614088,N,Y,37.7700643,-122.4225918
MLS Listing,,Single Family Residential,822 South Van Ness Ave,San Francisco,CA,94110,4880000,15,6.5,San Francisco,6745,7105,1890,6,723,,Active,,,https://www.redfin.com/CA/San-Francisco/822-S-Van-Ness-Ave-94110/home/171236152,San Francisco MLS,421614154,N,Y,37.759966,-122.4174152
MLS Listing,,Condo/Co-op,649 Central Ave,San Francisco,CA,94117,995000,2,1.0,San Francisco,880,1614,1900,6,1131,250,Active,,,https://www.redfin.com/CA/San-Francisco/649-Central-Ave-94117/home/1402333,San Francisco MLS,421598650,N,Y,37.7757584,-122.4449628
MLS Listing,,Condo/Co-op,901 - 53 Tennessee St #310,San Francisco,CA,94107,413821,1,1.0,San Francisco,543,10000,2019,6,762,648,Active,,,https://www.redfin.com/CA/San-Francisco/901-Tennessee-St-94107/unit-310/home/173337251,San Francisco MLS,421613058,N,Y,37.760305,-122.3892009
MLS Listing,,Multi-Family (5+ Unit),1221 Greenwich St,San Francisco,CA,94109,6950000,3,4.0,San Francisco,8248,7923,1907,6,843,,Active,,,https://www.redfin.com/CA/San-Francisco/1221-Greenwich-St-94109/home/539596,San Francisco MLS,421614121,N,Y,37.8007462,-122.4202469
MLS Listing,,Single Family Residential,12 Roscoe St,San Francisco,CA,94110,2295000,4,4.0,San Francisco,2155,2186,1900,6,1065,,Active,December-8-2021 05:00 PM,December-8-2021 06:00 PM,https://www.redfin.com/CA/San-Francisco/12-Roscoe-St-94110/home/767263,San Francisco MLS,421604999,N,Y,37.7344917,-122.4189355
MLS Listing,,Condo/Co-op,1515 Union Unit 5F,San Francisco,CA,94123,1350000,1,1.0,San Francisco,783,,2020,6,1724,901,Active,,,https://www.redfin.com/CA/San-Francisco/1515-Union-St-94123/unit-5F/home/173779896,San Francisco MLS,421614111,N,Y,37.7982705,-122.424284
MLS Listing,,Condo/Co-op,338 Spear St Unit 11B,San Francisco,CA,94105,1650000,2,2.0,San Francisco,1323,76210,2009,6,1247,1025,Active,,,https://www.redfin.com/CA/San-Francisco/338-Spear-St-94105/unit-11B/home/21965802,San Francisco MLS,421614110,N,Y,37.7894137,-122.3906433
MLS Listing,,Single Family Residential,120 Elsie,San Francisco,CA,94110,1899000,3,2.0,Bernal Heights,2000,1750,1977,6,950,,Active,,,https://www.redfin.com/CA/San-Francisco/120-Elsie-St-94110/home/1282311,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40975031,N,Y,37.7426916,-122.4179773
MLS Listing,,Multi-Family (2-4 Unit),40 - 42 Sanchez St,San Francisco,CA,94114,2798000,5,3.0,San Francisco,3092,3249,,6,905,,Active,December-7-2021 12:00 PM,December-7-2021 01:30 PM,https://www.redfin.com/CA/San-Francisco/40-Sanchez-St-94114/home/1997083,San Francisco MLS,421613925,N,Y,37.7685622,-122.4316437
MLS Listing,,Condo/Co-op,49 Hallam St,San Francisco,CA,94103,799000,2,1.0,San Francisco,725,1848,1989,6,1102,200,Active,,,https://www.redfin.com/CA/San-Francisco/49-Hallam-St-94103/home/722819,San Francisco MLS,421599288,N,Y,37.7755898,-122.4081566
MLS Listing,,Condo/Co-op,1659 Dolores St,San Francisco,CA,94110,999000,3,1.5,San Francisco,1230,2495,1900,6,812,350,Active,,,https://www.redfin.com/CA/San-Francisco/1659-Dolores-St-94110/home/1544588,San Francisco MLS,421614049,N,Y,37.742786,-122.4239064
MLS Listing,,Condo/Co-op,753 Baker St,San Francisco,CA,94115,1395000,3,1.0,San Francisco,2139,2424,1900,6,652,294,Active,,,https://www.redfin.com/CA/San-Francisco/753-Baker-St-94115/home/17306578,San Francisco MLS,421613740,N,Y,37.778033,-122.442156
MLS Listing,,Single Family Residential,55 Burlwood Dr,San Francisco,CA,94127,995000,2,1.0,San Francisco,1339,4512,1947,6,743,,Active,,,https://www.redfin.com/CA/San-Francisco/55-Burlwood-Dr-94127/home/1944068,San Francisco MLS,421602529,N,Y,37.7348708,-122.4540884
MLS Listing,,Multi-Family (2-4 Unit),4146 - 4150 Moraga St,San Francisco,CA,94122,1500000,3,,San Francisco,1983,1875,1952,6,756,,Active,December-9-2021 02:00 PM,December-9-2021 03:00 PM,https://www.redfin.com/CA/San-Francisco/4146-Moraga-St-94122/home/148074703,San Francisco MLS,421614074,N,Y,37.7548596,-122.5075536
MLS Listing,,Condo/Co-op,280 Spear St Unit 7H,San Francisco,CA,94105,1695000,3,2.0,San Francisco,1457,47916,,6,1163,1282,Active,,,https://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-7H/home/160775696,San Francisco MLS,421614073,N,Y,37.7903739,-122.3913812
MLS Listing,,Single Family Residential,2331 Jackson St,San Francisco,CA,94115,7600000,4,4.5,San Francisco,3581,3828,,6,2122,,Active,,,https://www.redfin.com/CA/San-Francisco/2331-Jackson-St-94115/home/1209023,San Francisco MLS,421610437,N,Y,37.7924286,-122.4334641
MLS Listing,,Condo/Co-op,2750 Market St #203,San Francisco,CA,94114,1495000,2,2.0,San Francisco,1491,,,6,1003,605,Active,,,https://www.redfin.com/CA/San-Francisco/2750-Market-St-94114/unit-203/home/1101960,San Francisco MLS,421609571,N,Y,37.7617466,-122.4391838
MLS Listing,,Condo/Co-op,555 4th St #717,San Francisco,CA,94107,1198000,2,2.0,San Francisco,1111,63237,2006,6,1078,720,Active,,,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-717/home/12354606,San Francisco MLS,421567377,N,Y,37.7791203,-122.3971915
MLS Listing,,Single Family Residential,990 Monterey Blvd,San Francisco,CA,94127,4895000,4,3.5,San Francisco,4655,7871,1925,7,1052,,Active,,,https://www.redfin.com/CA/San-Francisco/990-Monterey-Blvd-94127/home/1944095,San Francisco MLS,421614047,N,Y,37.731098,-122.4581796
MLS Listing,,Condo/Co-op,181 Fremont St Unit 60A,SAN FRANCISCO,CA,94105,4595000,3,3.0,SAN FRANCISCO,1972,,2018,7,2330,2934,Active,,,https://www.redfin.com/CA/San-Francisco/181-Fremont-St-94105/unit-60A/home/160388876,MLSListings,ML81871127,N,Y,37.7898082,-122.3953565
MLS Listing,,Single Family Residential,2531 Larkin St,SAN FRANCISCO,CA,94109,5895000,4,5.0,SAN FRANCISCO,4262,2648,1900,8,1383,,Active,,,https://www.redfin.com/CA/San-Francisco/2531-Larkin-St-94109/home/1947792,MLSListings,ML81871117,N,Y,37.8012913,-122.4214615
MLS Listing,,Multi-Family (2-4 Unit),1443 - 1447 Broderick St,San Francisco,CA,94115,2825000,9,,San Francisco,5280,2495,1900,8,535,,Active,,,https://www.redfin.com/CA/San-Francisco/1443-Broderick-St-94115/home/1492213,San Francisco MLS,421613792,N,Y,37.7837393,-122.4415697
MLS Listing,,Townhouse,489 Harrison St #307,San Francisco,CA,94105,700000,1,1.0,San Francisco,900,56024,2008,9,778,1182,Active,,,https://www.redfin.com/CA/San-Francisco/489-Harrison-St-94105/unit-307/home/17304906,San Francisco MLS,421613919,N,Y,37.7860724,-122.3926053
MLS Listing,,Single Family Residential,4824 Fulton St,San Francisco,CA,94121,1895000,4,2.5,San Francisco,2490,2500,1923,9,761,,Active,,,https://www.redfin.com/CA/San-Francisco/4824-Fulton-St-94121/home/1359609,San Francisco MLS,421611785,N,Y,37.7727359,-122.4836891
MLS Listing,,Condo/Co-op,425 1st St #2306,San Francisco,CA,94105,1679000,2,2.0,San Francisco,1238,56024,2008,9,1356,1247,Active,,,https://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-2306/home/17304932,San Francisco MLS,421611502,N,Y,37.7857365,-122.3921923
MLS Listing,,Condo/Co-op,201 Harrison St #300,San Francisco,CA,94105,699999,1,1.0,San Francisco,736,38449,1991,9,951,720,Active,December-12-2021 02:00 PM,December-12-2021 04:00 PM,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-300/home/1203100,San Francisco MLS,421613094,N,Y,37.7874798,-122.3905769
MLS Listing,,Condo/Co-op,1101 Green St #1404,San Francisco,CA,94109,1300000,1,1.0,San Francisco,901,5279,1930,9,1443,1554,Active,,,https://www.redfin.com/CA/San-Francisco/1101-Green-St-94109/unit-1404/home/541701,San Francisco MLS,421605073,N,Y,37.7982681,-122.4174152
MLS Listing,,Condo/Co-op,318 Main St Unit 3C,San Francisco,CA,94105,1299000,1,1.5,San Francisco,1044,,,10,1244,1179,Active,,,https://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-3C/home/109464796,San Francisco MLS,421613793,N,Y,37.7889813,-122.3918869
MLS Listing,,Multi-Family (2-4 Unit),89 Belle Ave,San Francisco,CA,94132,2750000,,,San Francisco,4533,11247,1947,11,607,,Active,,,https://www.redfin.com/CA/San-Francisco/89-Belle-Ave-94132/home/12396741,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40974950,N,Y,37.7085614,-122.4707176
MLS Listing,,Condo/Co-op,292 Richland Ave,SAN FRANCISCO,CA,94110,2705000,4,2.5,SAN FRANCISCO,2320,2525,1907,11,1166,,Active,,,https://www.redfin.com/CA/San-Francisco/292-Richland-Ave-94110/home/177332463,MLSListings,ML81871038,N,Y,37.7357004,-122.4205479
MLS Listing,,Vacant Land,76 Putnam St,San Francisco,CA,94110,499000,0,,San Francisco,,1750,,11,,,Active,,,https://www.redfin.com/CA/San-Francisco/76-Putnam-St-94110/unit-V/home/110063898,San Francisco MLS,421612472,N,Y,37.73863,-122.4110329
MLS Listing,,Condo/Co-op,631 Ofarrell St #502,San Francisco,CA,94109,500000,0,1.0,San Francisco,945,945,,11,529,1001,Active,,,https://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-502/home/1161719,San Francisco MLS,421613435,N,Y,37.7852037,-122.4151808
MLS Listing,,Single Family Residential,33 Sweeny St,San Francisco,CA,94134,899000,2,1.0,San Francisco,1125,1875,1925,12,799,,Active,,,https://www.redfin.com/CA/San-Francisco/33-Sweeny-St-94134/home/1310358,San Francisco MLS,421613368,N,Y,37.7331702,-122.4067447
MLS Listing,,Multi-Family (2-4 Unit),172 - 174 4th Ave,San Francisco,CA,94118,2750000,5,1.5,San Francisco,2906,1572,1920,12,946,,Active,,,https://www.redfin.com/CA/San-Francisco/172-4th-Ave-94118/home/892379,San Francisco MLS,421613441,N,Y,37.7856734,-122.4622489
MLS Listing,,Condo/Co-op,1200 Gough St Unit 14E,San Francisco,CA,94109,799000,1,1.0,San Francisco,900,44676,1966,13,888,860,Active,,,https://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-14E/home/1610407,San Francisco MLS,421613089,N,Y,37.7849434,-122.4242824
MLS Listing,,Condo/Co-op,2956 Arelious Walker Dr,San Francisco,CA,94124,515671,2,1.0,San Francisco,882,18200,2006,13,585,238,Active,,,https://www.redfin.com/CA/San-Francisco/2956-Arelious-Walker-Dr-94124/home/171944997,San Francisco MLS,421611606,N,Y,37.71757,-122.386641
MLS Listing,,Condo/Co-op,88 Hoff St #206,San Francisco,CA,94110,895000,1,1.5,San Francisco,1037,10651,1999,13,863,602,Active,,,https://www.redfin.com/CA/San-Francisco/88-Hoff-St-94110/unit-206/home/1478946,San Francisco MLS,421604234,N,Y,37.7639197,-122.4207016
MLS Listing,,Condo/Co-op,55 Oak St #211,San Francisco,CA,94102,1299000,1,1.0,San Francisco,1084,10227,2021,13,1198,914,Active,,,https://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-211/home/177297786,San Francisco MLS,421613445,N,Y,37.7750848,-122.4200908
MLS Listing,,Condo/Co-op,55 Oak St #805,San Francisco,CA,94102,1468000,2,2.0,San Francisco,1113,10227,2021,13,1319,944,Active,,,https://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-805/home/177297697,San Francisco MLS,421613443,N,Y,37.7750848,-122.4200908
MLS Listing,,Condo/Co-op,55 Oak St #301,San Francisco,CA,94102,1199000,1,1.0,San Francisco,965,10227,2021,13,1242,884,Active,,,https://www.redfin.com/CA/San-Francisco/55-Oak-St-94102/unit-301/home/177297696,San Francisco MLS,421613444,N,Y,37.7750848,-122.4200908
MLS Listing,,Condo/Co-op,52 Innes Ct #308,SAN FRANCISCO,CA,94124,699000,1,1.0,SAN FRANCISCO,720,19792,2017,13,971,574,Active,,,https://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-308/home/169576528,MLSListings,ML81870853,N,Y,37.7276224,-122.3674287
MLS Listing,,Condo/Co-op,181 Ofarrell St #311,San Francisco,CA,94102,394786,1,1.5,San Francisco,1071,18882,2006,13,369,712,Active,,,https://www.redfin.com/CA/San-Francisco/181-O-Farrell-St-94102/unit-311/home/17306933,San Francisco MLS,421613419,N,Y,37.7862743,-122.4075642
MLS Listing,,Single Family Residential,2271 45th Ave,San Francisco,CA,94116,1500000,5,2.5,San Francisco,2340,3000,1931,13,641,,Active,,,https://www.redfin.com/CA/San-Francisco/2271-45th-Ave-94116/home/1246126,San Francisco MLS,421608922,N,Y,37.7442352,-122.5039926
MLS Listing,,Multi-Family (2-4 Unit),1234 - 1236 7th Ave,San Francisco,CA,94122,2200000,4,3.0,San Francisco,3160,2375,1923,14,696,,Active,,,https://www.redfin.com/CA/San-Francisco/1234-7th-Ave-94122/home/625111,San Francisco MLS,421612545,N,Y,37.7653357,-122.4639703
MLS Listing,,Condo/Co-op,55 Page St #211,San Francisco,CA,94102,333245,0,1.0,San Francisco,459,25801,2008,14,726,473,Active,,,https://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-211/home/17305743,San Francisco MLS,421611462,N,Y,37.7737829,-122.4218176
MLS Listing,,Condo/Co-op,1 Daniel Burnham Ct #617,San Francisco,CA,94109,639000,0,1.0,San Francisco,586,46157,1988,15,1090,727,Active,,,https://www.redfin.com/CA/San-Francisco/1-Daniel-Burnham-Ct-94109/unit-617/home/1771218,San Francisco MLS,421613308,N,Y,37.786783,-122.4219061
MLS Listing,,Condo/Co-op,555 4th St #502,San Francisco,CA,94107,698000,1,1.0,San Francisco,670,63237,2006,15,1042,618,Active,,,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-502/home/22887287,San Francisco MLS,421613332,N,Y,37.7791203,-122.3971915
MLS Listing,,Townhouse,83 Summit Way,San Francisco,CA,94132,1450000,3,2.5,San Francisco,2024,1678,2015,15,716,306,Active,,,https://www.redfin.com/CA/San-Francisco/83-Summit-Way-94132/home/109684877,San Francisco MLS,421613291,N,Y,37.7150878,-122.475142
MLS Listing,,Condo/Co-op,1920 - 2E Ocean Ave,San Francisco,CA,94127,799000,2,1.0,San Francisco,843,10264,1987,15,948,519,Active,,,https://www.redfin.com/CA/San-Francisco/1920-Ocean-Ave-94127/unit-2E/home/699871,San Francisco MLS,421612988,N,Y,37.725802,-122.4630446
MLS Listing,,Condo/Co-op,345 8th St #406,San Francisco,CA,94103,1290000,2,2.0,San Francisco,1006,,,15,1282,727,Active,,,https://www.redfin.com/CA/San-Francisco/345-8th-St-94103/unit-406/home/177283156,San Francisco MLS,421613231,N,Y,37.7745884,-122.4095559
MLS Listing,,Multi-Family (2-4 Unit),150 Liberty St,SAN FRANCISCO,CA,94110,2799888,4,2.0,SAN FRANCISCO,3230,2848,1922,16,867,,Active,,,https://www.redfin.com/CA/San-Francisco/150-Liberty-St-94110/home/712397,MLSListings,ML81870779,N,Y,37.7577416,-122.4245838
MLS Listing,,Multi-Family (2-4 Unit),288 Union St,San Francisco,CA,94133,5615000,5,4.0,San Francisco,3338,1746,,16,1682,,Active,,,https://www.redfin.com/CA/San-Francisco/288-Union-St-94133/home/2006859,San Francisco MLS,421613191,N,Y,37.8012732,-122.4039336
MLS Listing,,Condo/Co-op,290 Richland Ave,SAN FRANCISCO,CA,94110,2245000,3,2.5,SAN FRANCISCO,1840,,1907,16,1220,,Active,,,https://www.redfin.com/CA/San-Francisco/290-Richland-Ave-94110/home/1835652,MLSListings,ML81870763,N,Y,37.7355738,-122.4205015
MLS Listing,,Condo/Co-op,58 Rodgers St,San Francisco,CA,94103,940000,1,1.5,San Francisco,884,,,16,1063,681,Active,,,https://www.redfin.com/CA/San-Francisco/58-Rodgers-St-94103/home/177280430,San Francisco MLS,421613193,N,Y,37.7747657,-122.4088946
MLS Listing,,Condo/Co-op,1445 Page St Unit A,San Francisco,CA,94117,650000,1,1.0,San Francisco,539,3441,1900,16,1206,160,Active,,,https://www.redfin.com/CA/San-Francisco/1445-Page-St-94117/unit-A/home/1070909,San Francisco MLS,421613202,N,Y,37.7711526,-122.4445935
MLS Listing,,Condo/Co-op,288 Union St #2,San Francisco,CA,94133,1495000,2,1.5,San Francisco,,1746,,16,,,Active,,,https://www.redfin.com/CA/San-Francisco/288-Union-St-94133/unit-2/home/177280194,San Francisco MLS,421613095,N,Y,37.8012732,-122.4039336
MLS Listing,,Multi-Family (2-4 Unit),591 - 593 34th Ave,San Francisco,CA,94121,1788000,7,4.5,San Francisco,3094,2375,1917,16,578,,Active,,,https://www.redfin.com/CA/San-Francisco/591-34th-Ave-94121/home/1468359,San Francisco MLS,421613143,N,Y,37.777929,-122.49454
